itemLabel.value,film_id,year,instanceLabel,duration,englishTitle,originalTitle,description,genre,country,language,director,production_company,imdb_id,kinopoisk_id,cast,screenwriter,youtube_id,director_of_photography,composer,wikipedia_url
Life Is Beautiful,Q2250632,1979.0,['film'],101.0,['Life Is Beautiful'],['Жизнь прекрасна'],['1979 film by Grigori Chukhrai'],['drama film'],"['Italy', 'Soviet Union']",['Russian'],['Q466155'],['Mosfilm'],['tt0080101'],['23194'],"['Q166562', 'Q315258', 'Q524850', 'Q694971', 'Q1967346', 'Q2992071', 'Q3839913', 'Q3972570']",['Grigori Chukhrai'],['SN4O08rfDEo'],['Luigi Kuveiller'],['Armando Trovaioli'],"['https://en.wikipedia.org/wiki/Life_Is_Beautiful_(1979_film)', 'https://ru.wikipedia.org/wiki/Жизнь_прекрасна_(фильм,_1980)']"
Djamila,Q2266394,1969.0,['film'],83.0,['Djamila'],['Джамиля'],['1969 film by Irina Poplavskaya'],"['romance film', 'film based on literature']",['Soviet Union'],['Russian'],"['Q545844', 'Q4372304']","['Mosfilm', 'Kyrgyzfilm']",['tt0064269'],['44384'],"['Q484292', 'Q539500', 'Q1048113', 'Q20625845']",['Chinghiz Aitmatov'],['uDk_TOzgAg4'],['Kadyrzhan Kydyraliev'],['Nikolai Sidelnikov'],"['https://en.wikipedia.org/wiki/Jamilya_(film)', 'https://ru.wikipedia.org/wiki/Джамиля_(фильм,_1968)']"
Сплав (фильм),Q65250776,1961.0,['film'],,,['Сплав (фильм)'],['1961 film directed by Aleksandr Karpov'],['drama film'],['Soviet Union'],['Russian'],['Q21099288'],['Kazakhfilm'],['tt10438514'],,"['Q4409271', 'Q12555354', 'Q12559667']",['Maro Erznkyan'],,['Mikhail Aranyshev'],,['https://ru.wikipedia.org/wiki/Сплав_(фильм)']
Hrani Svoyu Zvezdu,Q65252858,1975.0,['film'],82.0,['Hrani Svoyu Zvezdu'],['Храни свою звезду'],['1975 film'],['drama film'],['Soviet Union'],['Russian'],,['Kazakhfilm'],['tt3803592'],['537179'],,['Dulat Isabekov'],"['ThUpKgjfGro', 'yAAU_Y3Gn54']",,,[]
The Beginning of the Legend,Q66580418,1976.0,['film'],,['The Beginning of the Legend'],['Так начиналась легенда'],['film'],['biographical film'],['Soviet Union'],['Russian'],['Q4149254'],,['tt0075304'],['42186'],"['Q400614', 'Q4268217']",['Yuri Nagibin'],,,,"['https://en.wikipedia.org/wiki/The_Beginning_of_the_Legend', 'https://ru.wikipedia.org/wiki/Так_начиналась_легенда']"
"Здравствуйте, доктор!",Q66611079,1974.0,['film'],,,"['Здравствуйте, доктор!']",['film'],,['Soviet Union'],,['Q4256444'],,['tt4825520'],['500275'],"['Q2626298', 'Q3981454', 'Q4123341', 'Q4125049', 'Q4242238', 'Q4539803', 'Q12149946']",,,,,"['https://ru.wikipedia.org/wiki/Здравствуйте,_доктор!']"
Q16351064,Q16351064,1981.0,['film'],,,,['1981 film by Lūcija Ločmele'],,['Soviet Union'],,['Q4267596'],['Riga Film Studio'],['tt2396645'],,,,,,['Haralds Sīmanis'],[]
Q16351911,Q16351911,1971.0,['film'],,,,['1971 film by Varis Brasla'],,['Soviet Union'],,['Q4095849'],['Riga Film Studio'],['tt2395397'],['683270'],,,,,,[]
Q16351971,Q16351971,1979.0,['film'],,,,['1979 film by Aleksandrs Leimanis'],,['Soviet Union'],,['Q4715657'],['Riga Film Studio'],['tt2395145'],['600994'],,,,,['Raimonds Pauls'],[]
Q16354005,Q16354005,1983.0,['film'],,,,['1983 film'],,['Soviet Union'],['Russian'],,['Riga Film Studio'],,,,,,,['Ivars Vīgners'],[]
Q16355417,Q16355417,1980.0,['film'],,,,['1980 film by Pēteris Krilovs'],,['Soviet Union'],,['Q4122434'],['Riga Film Studio'],,,,,,,['Pēteris Plakidis'],[]
Ярость,Q16723458,1966.0,['film'],,,['Ярость'],['1966 film by Nikolai Ilyinsky'],['historical film'],['Soviet Union'],['Russian'],['Q19616125'],['Dovzhenko Film Studios'],['tt0184049'],['42422'],['Q4284539'],['Yevhen Onopriyenko'],,['Vladimir Voytenko'],['Klymentiy Dominchen'],"['https://ru.wikipedia.org/wiki/Ярость_(фильм,_1966)']"
Uncle Vanya,Q1549483,1970.0,['film'],98.0,['Uncle Vanya'],['Дядя Ваня'],['1970 film by Andrei Konchalovsky'],['drama film'],['Soviet Union'],['Russian'],['Q55208'],['Mosfilm'],['tt0065671'],['44368'],"['Q55190', 'Q380250', 'Q472024', 'Q2641455', 'Q3154381', 'Q3727662', 'Q4100182', 'Q4128395', 'Q4199507', 'Q4274633']",['Andrei Konchalovsky'],['0V2EZqQy99I'],['Georgy Rerberg'],['Alfred Schnittke'],"['https://en.wikipedia.org/wiki/Uncle_Vanya_(1970_film)', 'https://ru.wikipedia.org/wiki/Дядя_Ваня_(фильм,_1970)']"
Wolf Cub Among People,Q76400421,1988.0,['film'],,['Wolf Cub Among People'],['Волчонок среди людей'],['1988 film'],['drama film'],['Soviet Union'],['Russian'],['Q12564473'],,['tt0306204'],['45823'],,,"['6M0wyCghMtQ', 'iDSjMYktRAc']",,,['https://ru.wikipedia.org/wiki/Волчонок_среди_людей']
Pages of Life,Q16377072,1974.0,['film'],,['Pages of Life'],['Страницы жизни'],['1974 film by Hasan Seyidbeyli'],['comedy film'],['Soviet Union'],['Azerbaijani'],['Q4413083'],['Azerbaijanfilm'],,,,,,,['Agshin Alizadeh'],"['https://ru.wikipedia.org/wiki/Страницы_жизни_(фильм,_1974)']"
Чудак-человек,Q81972525,1962.0,['film'],63.0,,['Чудак-человек'],['1962 film'],['comedy film'],['Soviet Union'],['Russian'],,['Odesa Film Studio'],['tt5018756'],['420289'],"['Q730275', 'Q4277929', 'Q4320018', 'Q4421090', 'Q4464536']",,['ZF9DI0ZHR0c'],['Mikolai Lukanyov Dionisiovich'],['Yevgeny Zubtsov'],['https://ru.wikipedia.org/wiki/Чудак-человек']
Big Attraction,Q18623421,1974.0,['film'],,['Big Attraction'],['Большой аттракцион'],['1974 film'],,['Soviet Union'],['Russian'],['Q4135746'],,['tt0241259'],['46167'],"['Q510170', 'Q1153582', 'Q1532068', 'Q1964680', 'Q2026428', 'Q4290347']",,,,,[]
Такая жёсткая игра — хоккей,Q84994564,1983.0,"['film', 'fiction film']",,,['Такая жёсткая игра — хоккей'],['fiction film'],['comedy film'],['Soviet Union'],,['Q29359406'],,['tt0262033'],,,,,,,['https://ru.wikipedia.org/wiki/Такая_жёсткая_игра_—_хоккей']
Сюжет для двух рассказов,Q85866833,1991.0,['film'],65.0,,['Сюжет для двух рассказов'],['1991 film'],"['melodrama', 'film based on literature']",['Soviet Union'],['Russian'],,['Studio Ekran'],['tt5844394'],['478627'],"['Q466030', 'Q4097246', 'Q20742167']",,,,,['https://ru.wikipedia.org/wiki/Сюжет_для_двух_рассказов']
Pugachev,Q7258905,1978.0,"['film', 'miniseries']",147.0,['Pugachev'],['Емельян Пугачёв'],['1978 film by Aleksei Saltykov'],"['drama film', 'biographical film', 'historical film']",['Soviet Union'],['Russian'],['Q3291382'],['Mosfilm'],['tt0145765'],['41991'],"['Q257901', 'Q571006', 'Q1316416', 'Q4058389', 'Q4081307', 'Q4093841', 'Q4139620', 'Q4141710', 'Q4143593', 'Q4155994', 'Q4178449', 'Q4188789', 'Q4284539', 'Q4331579', 'Q4382196', 'Q5609039', 'Q17426750']",['Eduard Volodarsky'],"['42gmfPY7xWE', 'OVfvTV7kGLk']",['Igor Chernykh'],['Andrei Eshpai'],"['https://en.wikipedia.org/wiki/Pugachev_(1978_film)', 'https://ru.wikipedia.org/wiki/Емельян_Пугачёв_(фильм)']"
Нет неизвестных солдат,Q91335853,1965.0,['film'],,,['Нет неизвестных солдат'],['1965 film directed by Sulamif Tsybulnyk'],,['Soviet Union'],['Russian'],['Q4506283'],,['tt3042522'],['501990'],,,,,,['https://ru.wikipedia.org/wiki/Нет_неизвестных_солдат']
Beg inokhodtsa,Q43325516,1968.0,['film'],81.0,['Beg inokhodtsa'],['Бег иноходца'],['Soviet feature film 1968 by Sergei Urusevsky based on the story of Chingiz Aitmatov'],"['drama film', 'melodrama']",['Soviet Union'],['Russian'],['Q182765'],['Mosfilm'],['tt0228751'],['43318'],"['Q2623285', 'Q4250598', 'Q4520540', 'Q13168420', 'Q19615511']",['Chinghiz Aitmatov'],['XVfArrDM6eY'],['Sergey Urusevsky'],['Mieczysław Weinberg'],['https://ru.wikipedia.org/wiki/Бег_иноходца_(фильм)']
Q65205807,Q65205807,1976.0,['film'],,,,['film'],,['Soviet Union'],,['Q4280160'],,['tt0335541'],['45958'],,,,,,[]
Q65211175,Q65211175,1989.0,['film'],,,,['film'],,['Soviet Union'],,,,['tt0309410'],['331875'],,,,,,[]
Kolme katku vahel,Q31280004,1970.0,['film'],,['Kolme katku vahel'],['Между тремя поветриями'],['1970 film by Virve Aruoja'],,"['Estonia', 'Soviet Union']",,['Q12378769'],['Eesti Telefilm'],['tt0454671'],['344408'],"['Q1280772', 'Q2497935', 'Q16406901']",['Jaan Kross'],,['Anton Mutt'],['Eino Tamberg'],['https://ru.wikipedia.org/wiki/Между_тремя_поветриями_(фильм)']
Pilots,Q66371006,1988.0,['film'],,['Pilots'],['Пилоты'],['film'],['war film'],['Soviet Union'],,"['Q12043173', 'Q117862074']",,['tt0186446'],['42976'],,,,,,['https://ru.wikipedia.org/wiki/Пилоты_(фильм)']
Lenin in Paris,Q1282161,1981.0,['film'],106.0,['Lenin in Paris'],['Ленин в Париже'],['1981 film by Sergei Yutkevich'],"['drama film', 'biographical film', 'historical film', 'propaganda film']",['Soviet Union'],['Russian'],"['Q545844', 'Q16266952']",['Mosfilm'],['tt0081043'],['45064'],"['Q183471', 'Q384090', 'Q544743', 'Q1713901', 'Q1717612', 'Q1970444', 'Q3094749', 'Q3391400', 'Q4196002', 'Q13218037']","['Sergei Yutkevich', 'Yevgeny Gabrilovich']",,"['Nikolai Nemolyaev', 'Boris Travkin']",['Grigory Frid'],"['https://en.wikipedia.org/wiki/Lenin_in_Paris', 'https://ru.wikipedia.org/wiki/Ленин_в_Париже']"
Dreams of Love – Liszt,Q1297560,1970.0,['film'],171.0,['Dreams of Love – Liszt'],['Ференц Лист'],['1970 Soviet-Hungarian film by Márton Keleti'],['musical film'],"['Hungary', 'Soviet Union']","['Russian', 'Hungarian']",['Q831143'],['Lenfilm'],['tt0066430'],['75570'],"['Q314151', 'Q326615', 'Q433411', 'Q973190', 'Q1163695', 'Q1242830', 'Q1288915', 'Q1298999', 'Q1322891', 'Q2365434', 'Q2376266', 'Q4151274']","['Imre Keszi', 'Leonid Lyubashevsky']",,['István Hildebrand'],['Ferenc Farkas'],"['https://en.wikipedia.org/wiki/Dreams_of_Love_–_Liszt', 'https://ru.wikipedia.org/wiki/Ференц_Лист_—_Грёзы_любви']"
An Umbrella for Lovers,Q1305085,1986.0,['film'],84.0,['An Umbrella for Lovers'],['Зонтик для новобрачных'],['1986 film by Rodion Nakhapetov'],"['romance film', 'melodrama']",['Soviet Union'],['Russian'],['Q4314660'],['Mosfilm'],['tt0092300'],['45400'],"['Q339581', 'Q459200', 'Q4139264', 'Q4297727']",['Ramiz Fataliyev'],,['Vladimir Shevchik'],['Isaac Schwartz'],"['https://en.wikipedia.org/wiki/An_Umbrella_for_Lovers', 'https://ru.wikipedia.org/wiki/Зонтик_для_новобрачных']"
Cameraman Kops in Mushroomland,Q1553019,1964.0,"['film', 'animated short film']",20.0,['Cameraman Kops in Mushroomland'],['Оператор Кыпс в стране грибов'],['1964 film by Heino Pars'],,"['Estonia', 'Soviet Union']",['Estonian'],['Q16406836'],['Tallinnfilm'],['tt0452362'],['137830'],,,,,['Arvo Pärt'],[]
Attack and Retreat,Q1640074,1965.0,['film'],153.0,['Attack and Retreat'],['Они шли на Восток'],['1965 film by Giuseppe De Santis'],"['war film', 'drama film']","['Soviet Union', 'Italy']","['German', 'Italian', 'Russian']","['Q53016', 'Q4104608']",['Mosfilm'],['tt0059323'],['1641'],"['Q265610', 'Q269177', 'Q351838', 'Q464757', 'Q484881', 'Q493631', 'Q1801079', 'Q1967346', 'Q3106819', 'Q3929147', 'Q4257275', 'Q4382654']","['Giuseppe De Santis', 'Ennio de Concini', 'Sergey Smirnov']",,['Antonio Secchi'],['Armando Trovaioli'],"['https://en.wikipedia.org/wiki/Attack_and_Retreat', 'https://ru.wikipedia.org/wiki/Они_шли_на_Восток']"
Ivan and Marya,Q1676019,1974.0,['film'],83.0,['Ivan and Marya'],['Иван да Марья'],['1974 film by Boris Wladimirowitsch Ryzarew'],['cinematic fairy tale'],['Soviet Union'],['Russian'],['Q287238'],['Gorky Film Studio'],['tt0073185'],['42654'],"['Q4094751', 'Q4260941', 'Q4401835', 'Q4468786']",['Aleksandr Khmelik'],['BgT05-TWO0U'],['Aleksei Chardynin'],"['Aleksandr Chaykovsky', 'Vladimir Vysotsky']","['https://en.wikipedia.org/wiki/Ivan_and_Marya', 'https://ru.wikipedia.org/wiki/Иван_да_Марья_(фильм)']"
"Moscow, My Love",Q1949295,1974.0,['film'],95.0,"['Moscow, My Love']","['Москва, любовь моя']",['1974 film by Alexander Mitta'],"['drama film', 'melodrama']","['Japan', 'Soviet Union']",['Russian'],['Q1390108'],"['Mosfilm', 'Toho']",['tt0071858'],['46710'],"['Q445313', 'Q461085', 'Q633916']",['Edvard Radzinsky'],['SMkjDijxwq4'],['Vladimir Nakhabtsev'],['Boris Tchaikovsky'],"['https://en.wikipedia.org/wiki/Moscow,_My_Love', 'https://ru.wikipedia.org/wiki/Москва,_любовь_моя']"
Belorussian Station,Q1969508,1970.0,['film'],101.0,['Belorussian Station'],['Белорусский вокзал'],['1971 Soviet drama film by Andrei Smirnov'],['melodrama'],['Soviet Union'],['Russian'],['Q4424586'],['Mosfilm'],['tt0128960'],['46063'],"['Q271485', 'Q469557', 'Q717810', 'Q800029', 'Q4139512', 'Q4147645', 'Q4409271', 'Q4476911']",['Vadim Trunin'],['eQQTiBtz5jU'],['Pavel Lebeshev'],['Alfred Schnittke'],"['https://en.wikipedia.org/wiki/Belorussian_Station', 'https://ru.wikipedia.org/wiki/Белорусский_вокзал_(фильм)']"
Torpedo Bombers,Q1980182,1983.0,['film'],96.0,['Torpedo Bombers'],['Торпедоносцы'],['1983 film directed by Semyon Aranovich'],['war film'],['Soviet Union'],['Russian'],['Q2001026'],['Lenfilm'],['tt0262052'],['42271'],"['Q2398970', 'Q3656851', 'Q4086045', 'Q4091037', 'Q4139264', 'Q4178238', 'Q4237373', 'Q4245080', 'Q4265604', 'Q4268743', 'Q4314660', 'Q4320018', 'Q4420775', 'Q4484032', 'Q15066084', 'Q22246755']","['Aleksei Yuryevich German', 'Svetlana Karmalita']",['xclJd5XEr9M'],['Vladimir Ilin'],['Alexander Knaifel'],"['https://en.wikipedia.org/wiki/Torpedo_Bombers', 'https://ru.wikipedia.org/wiki/Торпедоносцы_(фильм)']"
Don't Grieve,Q2003684,1969.0,['film'],94.0,"[""Don't Grieve""]",['Не горюй!'],['1969 film by Georgiy Daneliya'],"['drama film', 'comedy film', 'comedy drama']",['Soviet Union'],"['Russian', 'Georgian']",['Q380252'],"['Kartuli Pilmi', 'Mosfilm']",['tt0123186'],['43515'],"['Q302878', 'Q380280', 'Q446914', 'Q717810', 'Q2372910', 'Q2376266', 'Q2382172', 'Q2622599', 'Q2628278', 'Q3651849']",['Revaz Gabriadze'],['M6KxVntypo4'],['Vadim Yusov'],['Gia Kancheli'],"[""https://en.wikipedia.org/wiki/Don't_Grieve"", 'https://ru.wikipedia.org/wiki/Не_горюй!']"
Subject for a Short Story,Q2364032,1969.0,['film'],86.0,['Subject for a Short Story'],['Сюжет для небольшого рассказа'],['1969 film by Sergei Yutkevich'],['biographical film'],"['France', 'Soviet Union']",['Russian'],['Q545844'],['Mosfilm'],['tt0065057'],['44074'],"['Q240896', 'Q378333', 'Q466030', 'Q540247', 'Q560252', 'Q603381', 'Q784509', 'Q1750617', 'Q1967736', 'Q3740637', 'Q4132703', 'Q4245945', 'Q4344195', 'Q4466585', 'Q4524232', 'Q4528080', 'Q28874022']",['Leonid Malyugin'],,['Naum Ardashnikov'],['Rodion Shchedrin'],"['https://en.wikipedia.org/wiki/Subject_for_a_Short_Story', 'https://ru.wikipedia.org/wiki/Сюжет_для_небольшого_рассказа']"
Inquest of Pilot Pirx,Q2369914,1978.0,['film'],104.0,['Inquest of Pilot Pirx'],['Дознание пилота Пиркса'],['1978 film by Marek Piestrak'],['science fiction film'],"['Poland', 'Soviet Union']","['Polish', 'Russian']",['Q4359967'],"['Dovzhenko Film Studios', 'Tallinnfilm', 'Zespoły Filmowe', 'Wroclaw Feature Film Studio']",['tt0080010'],['42234'],['Q620653'],['Marek Piestrak'],,['Janusz Pawłowski'],['Arvo Pärt'],"['https://en.wikipedia.org/wiki/Inquest_of_Pilot_Pirx', 'https://ru.wikipedia.org/wiki/Дознание_пилота_Пиркса']"
Flight 222,Q16981004,1987.0,['film'],130.0,['Flight 222'],['Рейс 222'],['1987 Soviet film directed by Sergey Mikaelyan'],['drama film'],['Soviet Union'],['Russian'],['Q3479742'],['Lenfilm'],['tt0089897'],['42081'],"['Q4081307', 'Q4098574', 'Q16594194']",['Sergey Mikaelyan'],,['Sergey Astakhov'],['Sergei Banevich'],"['https://en.wikipedia.org/wiki/Flight_222_(film)', 'https://ru.wikipedia.org/wiki/Рейс_222_(фильм)']"
Prince Daniil Galitsky,Q7281930,1987.0,['film'],,['Prince Daniil Galitsky'],['Даниил — князь Галицкий'],['1987 film'],['biographical film'],['Soviet Union'],['Russian'],['Q12118919'],['Odesa Film Studio'],['tt0294500'],['44101'],"['Q264253', 'Q1048113', 'Q1430811', 'Q4070194', 'Q4101147', 'Q4126841', 'Q4148276', 'Q4159571', 'Q4169664', 'Q4172884', 'Q4245101', 'Q4397202', 'Q4399766', 'Q4443180', 'Q12093731', 'Q12099967', 'Q15065060', 'Q19615511', 'Q111781453']",['Oles Lupii'],['W0onzMxbSTY'],,['Volodymyr Huba'],['https://ru.wikipedia.org/wiki/Даниил_—_князь_Галицкий']
Tunul de lemn,Q7853393,1986.0,['film'],,['Tunul de lemn'],,['1986 film'],['drama film'],['Soviet Union'],"['Russian', 'Romanian']",['Q12378315'],,['tt2144818'],['586309'],,['Nicolae Esinencu'],,,,['https://en.wikipedia.org/wiki/Tunul_de_lemn']
Крыса на подносе,Q18397773,1963.0,['film'],15.0,,['Крыса на подносе'],['1963 film by Andrey Tutyshkin'],['comedy film'],['Soviet Union'],['Russian'],['Q3560924'],['Mosfilm'],['tt9275344'],['471481'],"['Q2368070', 'Q4149806', 'Q4318362']",['Andrey Tutyshkin'],,['Pyotr Terpsikhorov'],,['https://ru.wikipedia.org/wiki/Крыса_на_подносе']
В семнадцать мальчишеских лет,Q10833100,1986.0,['film'],82.0,,['В семнадцать мальчишеских лет'],['1986 film by Rüfat Şabanov'],['drama film'],['Soviet Union'],['Russian'],['Q16373419'],['Azerbaijanfilm'],,,,,,['Arif Narimanbekov'],['Leonid Vainshtein'],['https://ru.wikipedia.org/wiki/В_семнадцать_мальчишеских_лет']
Q84994187,Q84994187,1978.0,"['fiction film', 'film']",,,,['fiction film'],,['Soviet Union'],['Latvian'],['Q4170836'],['Riga Film Studio'],['tt2395135'],['656955'],,,,,['Raimonds Pauls'],[]
Anthracite,Q65212832,1971.0,['film'],,['Anthracite'],['Антрацит'],['1971 Soviet drama film by Alexander Surin'],['drama film'],['Soviet Union'],,['Q15075178'],,['tt0305474'],['43507'],,,,,,[]
Going Inside a Storm,Q4197983,1965.0,['film'],140.0,['Going Inside a Storm'],['Иду на грозу'],['1965 film by Sergey Mikaelyan'],['melodrama'],['Soviet Union'],['Russian'],['Q3479742'],['Lenfilm'],['tt0129152'],['42573'],"['Q265610', 'Q469557', 'Q2067930', 'Q2378069', 'Q2626298', 'Q2631297']","['Daniil Granin', 'Sergey Mikaelyan']",,['Oleg Kukhovarenko'],['Vladlen Chistyakov'],"['https://en.wikipedia.org/wiki/Going_Inside_a_Storm', 'https://ru.wikipedia.org/wiki/Иду_на_грозу_(фильм)']"
Игра без ничьей,Q4197674,1966.0,['film'],94.0,,['Игра без ничьей'],['1966 film by Yuri Kavtaradze'],['spy film'],['Soviet Union'],['Russian'],['Q4207052'],['Kartuli Pilmi'],['tt0275015'],['42502'],['Q4060241'],"['Yuri Kavtaradze', 'Konstantin Isaev']",['rwHxdPWza-8'],,['Konstantin Pevzner'],['https://ru.wikipedia.org/wiki/Игра_без_ничьей']
Свой крест,Q84157925,1989.0,['film'],160.0,,['Свой крест'],['1989 film directed by Valeri Lonskoy'],,['Soviet Union'],['Russian'],['Q16342399'],,['tt5746352'],['430505'],"['Q466169', 'Q4064325', 'Q4389429']",,['hcCYuECrvEE'],['Yury Nevsky'],['Nikolai Karetnikov'],['https://ru.wikipedia.org/wiki/Свой_крест_(фильм)']
Футболист,Q86678680,1990.0,['film'],90.0,,['Футболист'],['1990 film directed by Alexandre Gordon and Alexander Gordon'],,['Soviet Union'],['Russian'],"['Q1961223', 'Q2833712']",['Mosfilm'],['tt0128226'],['25073'],"['Q1964037', 'Q2628071', 'Q4172578', 'Q4224302', 'Q4226459', 'Q4252802', 'Q4260933', 'Q4497702', 'Q26776886', 'Q55101986']",['Anatoly Stepanov'],,,['Nikolai Sidelnikov'],['https://ru.wikipedia.org/wiki/Футболист_(фильм)']
Снова пришло лето,Q16395928,1975.0,['film'],45.0,,['Снова пришло лето'],['film'],"[""children's film"", 'comedy film']",['Soviet Union'],['Armenian'],"['Q2383283', 'Q20512731']",,,,"['Q2383283', 'Q4523123', 'Q19365987', 'Q20508470', 'Q20511439']",['Yervand Manaryan'],,,['Martin Vardazaryan'],[]
У меня нет друга,Q16514686,1988.0,['film'],23.0,,['У меня нет друга'],['1988 film by Aleksei Balabanov'],,['Soviet Union'],['Russian'],['Q557323'],['Sverdlovsk Film Studio'],['tt8433972'],['669277'],"['Q4082052', 'Q4369593']",['Aleksei Balabanov'],,,,"['https://ru.wikipedia.org/wiki/У_меня_нет_друга,_или_One_step_beyond']"
Мелодии Дунаевского,Q16675696,1963.0,['film'],77.0,,['Мелодии Дунаевского'],['1963 film'],['documentary film'],['Soviet Union'],,,['Mosfilm'],['tt0351329'],['46601'],"['Q236229', 'Q449770', 'Q537854', 'Q647413', 'Q2358989']",['Mikhail Matusovsky'],,"['Mikhail Gindin', 'Igor Chernykh']",['Isaak Dunayevsky'],['https://ru.wikipedia.org/wiki/Мелодии_Дунаевского']
Поцелуй Чаниты,Q16687613,1974.0,['film'],,,['Поцелуй Чаниты'],['1974 film'],['comedy film'],['Soviet Union'],['Russian'],['Q4523214'],['Dovzhenko Film Studios'],['tt4837382'],['419403'],,['Yevgeny Sherstobitov'],,,,['https://ru.wikipedia.org/wiki/Поцелуй_Чаниты']
Право на прыжок,Q16687812,1972.0,['film'],98.0,,['Право на прыжок'],['1972 film by Valery Kremnev'],,['Soviet Union'],['Russian'],['Q21102878'],['Mosfilm'],['tt4699776'],['471839'],"['Q3561885', 'Q4104765', 'Q4282737']",['Valeriy Brumel'],,,['Alfred Schnittke'],['https://ru.wikipedia.org/wiki/Право_на_прыжок']
Silent Odessa,Q16720039,1967.0,['film'],,['Silent Odessa'],['Тихая Одесса'],['film'],,['Soviet Union'],['Russian'],['Q12075011'],['Odesa Film Studio'],['tt0062371'],['42245'],,,['DV5MU4bLm_Y'],,,['https://ru.wikipedia.org/wiki/Тихая_Одесса']
The Last Road,Q17582653,1986.0,['film'],101.0,['The Last Road'],['Последняя дорога'],['1986 film by Leonid Menaker'],['biographical film'],['Soviet Union'],['Russian'],['Q4290296'],"['Mosfilm', 'Lenfilm']",['tt0091783'],['43158'],,['Yakov Gordin'],['XuJVz38WPSo'],['Vladimir Kovzel'],['Andrey Petrov'],"['https://en.wikipedia.org/wiki/The_Last_Road', 'https://ru.wikipedia.org/wiki/Последняя_дорога']"
Стеклянный лабиринт,Q17749070,1989.0,['film'],96.0,,['Стеклянный лабиринт'],['1989 film by Mark Osepyan'],['drama film'],['Soviet Union'],['Russian'],['Q20511848'],['Gorky Film Studio'],['tt5749098'],['430477'],"['Q4405299', 'Q4491501', 'Q4527263']",['Eduard Volodarsky'],,['Mikhail Yakovich'],"['Andrey Makarevich', 'Viktor Babushkin']",['https://ru.wikipedia.org/wiki/Стеклянный_лабиринт']
Кто вернётся — долюбит,Q18117348,1966.0,['film'],67.0,,['Кто вернётся — долюбит'],['1966 film by Leonid Osyka'],"['partisan film', 'war film', 'melodrama']",['Soviet Union'],['Russian'],['Q4339212'],['Dovzhenko Film Studios'],['tt0347362'],['45013'],"['Q893612', 'Q894310', 'Q2888926', 'Q4152465', 'Q7241584']",['Leonid Osyka'],,['Mykhailo Bielikov'],['Volodymyr Huba'],['https://ru.wikipedia.org/wiki/Кто_вернётся_—_долюбит']
Желаю успеха,Q18242049,1980.0,['film'],,,['Желаю успеха'],['1980 film by Aleksandr Kosarev'],,['Soviet Union'],['Russian'],['Q3527742'],['Mosfilm'],['tt0207846'],['45290'],['Q4233834'],,,,['Alexey Rybnikov'],['https://ru.wikipedia.org/wiki/Желаю_успеха']
Свадьба во дворце,Q18635150,1969.0,['film'],,,['Свадьба во дворце'],['1969 film by Vlad Ioviţă'],['comedy film'],['Soviet Union'],['Russian'],['Q4202608'],,,,,,,,['Eugen Doga'],['https://ru.wikipedia.org/wiki/Свадьба_во_дворце']
Pimedad aknad,Q31273905,1968.0,['film'],,['Pimedad aknad'],,['1968 film by Tõnis Kask'],,"['Estonia', 'Soviet Union']",,['Q16406440'],['Eesti Telefilm'],['tt1213844'],,,['Lilli Promet'],,['Anton Mutt'],['Eino Tamberg'],[]
Motociklu vasara,Q7241668,1975.0,['film'],70.0,['Motociklu vasara'],['Лето мотоциклистов'],['1975 film by Uldis Brauns'],['romance film'],['Soviet Union'],['Russian'],['Q4096132'],['Riga Film Studio'],['tt2395341'],['430440'],,,,,['Marģeris Zariņš'],['https://ru.wikipedia.org/wiki/Лето_мотоциклистов']
Vsego odna noch,Q30800711,1976.0,['film'],92.0,['Vsego odna noch'],,['1976 film'],"['crime film', 'drama film']",['Soviet Union'],,['Q4527589'],,['tt0337437'],['45926'],,,,,,
Крестный путь,Q17582631,1990.0,['film'],61.0,,['Крестный путь'],['1990 film by Juris Podnieks'],['documentary film'],['Soviet Union'],"['Russian', 'Latvian']",['Q337409'],,['tt0099788'],['453549'],,,,['Andris Slapiņš'],,"['https://ru.wikipedia.org/wiki/Крестный_путь_(фильм,_1990)']"
Q20575327,Q20575327,1978.0,['film'],,,,['1978 film by Ēriks Lācis'],,['Soviet Union'],,['Q4122765'],['Riga Film Studio'],['tt2395233'],['683451'],,,,,['Marģeris Zariņš'],[]
Q20579071,Q20579071,1988.0,['film'],,,,['1988 film by Pēteris Krilovs'],,['Soviet Union'],['Russian'],['Q4122434'],['Riga Film Studio'],['tt0307346'],['43193'],,,,,['Pēteris Vasks'],[]
Перевал,Q25397057,1961.0,['film'],,,['Перевал'],['1961 film by Aleksey Sakharov'],['drama film'],['Soviet Union'],['Russian'],['Q4409462'],['Kyrgyzfilm'],['tt4200818'],['580749'],,['Aleksey Sakharov'],['cOvGrV_TfgI'],['Leonid Kalashnikov'],['Yuri Levitin'],"['https://ru.wikipedia.org/wiki/Перевал_(фильм,_1961)']"
