itemLabel.value,film_id,year,instanceLabel,duration,englishTitle,originalTitle,description,genre,country,language,director,production_company,imdb_id,kinopoisk_id,cast,screenwriter,youtube_id,director_of_photography,composer,wikipedia_url
Sindikat-2,Q4420102,1981.0,['film'],,['Sindikat-2'],['Синдикат-2'],['1981 film'],,['Soviet Union'],['Russian'],['Q21111298'],['Studio Ekran'],['tt0236927'],['94609'],['Q2628071'],['Mark Orlov'],['Lcb5ZWhFJTI'],['Timur Zelma'],['Igor Efremov'],['https://ru.wikipedia.org/wiki/Синдикат-2_(фильм)']
Yevdokiya,Q4172942,1961.0,['film'],106.0,['Yevdokiya'],['Евдокия'],['1961 film by Tatyana Lioznova'],['melodrama'],['Soviet Union'],['Russian'],['Q466041'],['Gorky Film Studio'],['tt0175341'],['42454'],"['Q973620', 'Q2003935', 'Q2425090', 'Q4189053', 'Q4231370', 'Q4255782', 'Q4276251', 'Q4400082', 'Q4401835', 'Q4494326', 'Q4497978', 'Q13203061', 'Q15065696', 'Q15087703', 'Q16536400', 'Q21096876']",['Vera Panova'],['9yWBooGlxjA'],"['Peter Kataev', 'Zhozef Martov']",['Leonid Afanasyev'],"['https://en.wikipedia.org/wiki/Yevdokiya', 'https://ru.wikipedia.org/wiki/Евдокия_(фильм)']"
Клоун,Q4224120,1980.0,['film'],,,['Клоун'],['1980 film'],['melodrama'],['Soviet Union'],['Russian'],['Q21098870'],['Odesa Film Studio'],['tt0151230'],['331820'],"['Q510170', 'Q4210804', 'Q4211687', 'Q4321206', 'Q4363984', 'Q4464241', 'Q15064833', 'Q20651105']",['Denis Dragunsky'],,['Albert Osypov'],['Vladimir Dashkevich'],"['https://ru.wikipedia.org/wiki/Клоун_(фильм,_1980)']"
Carnival,Q4215500,1981.0,['film'],,['Carnival'],['Карнавал'],['1981 film by Tatyana Lioznova'],['musical film'],['Soviet Union'],['Russian'],['Q466041'],['Gorky Film Studio'],['tt0082602'],['44719'],['Q1962742'],['Anna Rodionova'],"['K9lEhk1joqw', 'YpHY0U3sp6w']",['Peter Kataev'],['Maksim Dunayevsky'],"['https://en.wikipedia.org/wiki/Carnival_(1981_film)', 'https://ru.wikipedia.org/wiki/Карнавал_(фильм,_1981)']"
Intervention,Q4202017,1968.0,['film'],102.0,['Intervention'],['Интервенция'],['1968 film by Gennadi Poloka'],['tragicomedy'],['Soviet Union'],['Russian'],['Q4370596'],['Lenfilm'],['tt0142405'],['42612'],"['Q512', 'Q94572', 'Q459777', 'Q1660403', 'Q2622252']",['Lev Slavin'],,,,"['https://en.wikipedia.org/wiki/Intervention_(1968_film)', 'https://ru.wikipedia.org/wiki/Интервенция_(фильм)']"
Friend,Q4168620,1987.0,['film'],,['Friend'],['Друг'],['1987 film by Leonid Kvinikhidze'],['drama film'],['Soviet Union'],['Russian'],['Q4218671'],['Mosfilm'],['tt0092930'],['44302'],['Q1967150'],['Eduard Akopov'],,['Evgeniy Guslinskiy'],['Alexander Rosenbaum'],"['https://en.wikipedia.org/wiki/Friend_(1987_film)', 'https://ru.wikipedia.org/wiki/Друг_(фильм)']"
Катенька,Q4217282,1987.0,['film'],,,['Катенька'],['1987 film by Leonid Belozorovich'],,['Soviet Union'],['Russian'],['Q4082467'],['Gorky Film Studio'],['tt0230404'],['44736'],"['Q4065444', 'Q4068734', 'Q4077574', 'Q4098574', 'Q4098868', 'Q4141005', 'Q4149354', 'Q4168307', 'Q4537823', 'Q15270266']",,,,,['https://ru.wikipedia.org/wiki/Катенька_(фильм)']
Dominus,Q4165876,1990.0,['film'],,['Dominus'],['Доминус'],['1990 film by Aleksandr Khvan'],"['science fiction film', 'film based on literature']",['Soviet Union'],['Russian'],"['Q4496827', 'Q4506214']",,['tt6244888'],['481085'],['Q4172884'],,,,,['https://ru.wikipedia.org/wiki/Доминус']
Золотая баба,Q4193207,1987.0,['film'],,,['Золотая баба'],['1987 film by Viktor Kobzev'],['historical film'],['Soviet Union'],['Russian'],['Q4225132'],['Sverdlovsk Film Studio'],['tt0092295'],['45377'],,,"['Rpx4JdKzalQ', 'yrsRxjWSt-s']",,,['https://ru.wikipedia.org/wiki/Золотая_баба_(фильм)']
Dissident,Q4162363,1988.0,['film'],,['Dissident'],['Диссидент'],['1988 film by Valeriu Jereghi'],['drama film'],['Soviet Union'],['Russian'],['Q7273501'],,['tt0095035'],['44216'],"['Q271485', 'Q4067975', 'Q4155994', 'Q4155996']",,,,,['https://ru.wikipedia.org/wiki/Диссидент_(фильм)']
The Lark,Q4177789,1964.0,['film'],91.0,['The Lark'],['Жаворонок'],"['1964 film by Nikita Kurikhin, Leonid Menaker']","['war film', 'drama film']",['Soviet Union'],"['German', 'Russian']","['Q3876863', 'Q4290296']",['Lenfilm'],['tt0314947'],['45283'],"['Q141052', 'Q2427354', 'Q2996111', 'Q3741611', 'Q4366737', 'Q16357829']","['Mikhail Dudin', 'Sergey Orlov', 'Valery Pogoreltsev']",,"['Nikolai Zhilin', 'Viktor Karasyov']",['Yakov Vaisburd'],"['https://en.wikipedia.org/wiki/The_Lark_(1965_film)', 'https://ru.wikipedia.org/wiki/Жаворонок_(фильм,_1964)']"
Day of Wrath,Q4158200,1985.0,['film'],84.0,['Day of Wrath'],['День гнева'],['1985 film directed by Sulambek Mamilov'],['science fiction film'],['Soviet Union'],['Russian'],['Q4279919'],['Gorky Film Studio'],['tt0167115'],['44132'],"['Q1750617', 'Q1966992', 'Q2425090', 'Q2992071', 'Q4100221', 'Q4155996', 'Q4285829', 'Q4370862', 'Q14180711', 'Q24844898']",,['jEud40DAobc'],['Aleksandr Rybin'],['Gia Kancheli'],"['https://en.wikipedia.org/wiki/Day_of_Wrath_(1985_film)', 'https://ru.wikipedia.org/wiki/День_гнева_(фильм,_1985)']"
Duck Village. A Tale.,Q4158799,1976.0,['film'],,['Duck Village. A Tale.'],['Деревня Утка'],['1976 film by Boriss Bunejev'],,['Soviet Union'],['Russian'],['Q4099193'],['Gorky Film Studio'],['tt0074396'],['44149'],['Q378333'],['Aleksandr Aleksandrov'],,['Valeri Ginzburg'],['Yevgeni Gevorgyan'],"['https://en.wikipedia.org/wiki/Duck_Village._A_Tale.', 'https://ru.wikipedia.org/wiki/Деревня_Утка']"
Bambi's Childhood,Q4159508,1985.0,['film'],,"[""Bambi's Childhood""]",['Детство Бемби'],['1985 film by Natalya Bondarchuk'],,['Soviet Union'],['Russian'],['Q754131'],['Gorky Film Studio'],['tt0089021'],['44166'],,,['Ss7Ie2ijn8Y'],,,"[""https://en.wikipedia.org/wiki/Bambi's_Childhood"", 'https://ru.wikipedia.org/wiki/Детство_Бемби']"
День любви,Q4158241,1990.0,['film'],96.0,,['День любви'],['1990 film by Aleksandr Polynnikov'],['rape and revenge film'],['Soviet Union'],['Russian'],['Q4371147'],,['tt0099402'],['44135'],"['Q948307', 'Q4080633', 'Q4091037', 'Q4131637', 'Q4143178', 'Q4312240', 'Q4359316', 'Q4425121', 'Q4513829', 'Q4520428', 'Q12096797']",,['-n6fdwzHVxA'],,,['https://ru.wikipedia.org/wiki/День_любви_(фильм)']
Держись за облака,Q4158932,1971.0,['film'],,,['Держись за облака'],['1971 film by Péter Szász'],"['farce', 'slapstick']","['Hungary', 'Soviet Union']",['Russian'],"['Q1301575', 'Q4149254']",['Gorky Film Studio'],['tt0066983'],['44152'],"['Q725486', 'Q1750617', 'Q2026428']",,,,,['https://ru.wikipedia.org/wiki/Держись_за_облака']
Diary of a School Director,Q4163082,1975.0,['film'],,['Diary of a School Director'],['Дневник директора школы'],['1975 film by Boris Frumin'],['novella film'],['Soviet Union'],['Russian'],['Q4493086'],['Lenfilm'],['tt0072885'],['44224'],"['Q68537', 'Q466030', 'Q1623429']",['Anatoli Grebnev'],,,['Viktor Lebedev'],"['https://en.wikipedia.org/wiki/Diary_of_a_School_Director', 'https://ru.wikipedia.org/wiki/Дневник_директора_школы']"
The House That Swift Built,Q4165172,1982.0,['film'],138.0,['The House That Swift Built'],"['Дом, который построил Свифт']",['1982 film by Mark Zakharov'],"['satirical film or television program', 'comedy film']",['Soviet Union'],['Russian'],['Q1229601'],['Studio Ekran'],['tt0085452'],['77273'],"['Q314067', 'Q372234', 'Q461085', 'Q717810', 'Q1958260', 'Q2365826', 'Q2379973', 'Q4071580', 'Q4188704', 'Q4197471', 'Q4380980', 'Q4399399', 'Q4420775']",['Grigori Gorin'],,,['Gennady Gladkov'],"['https://en.wikipedia.org/wiki/The_House_That_Swift_Built', 'https://ru.wikipedia.org/wiki/Дом,_который_построил_Свифт']"
House Under the Starry Skies,Q4165555,1991.0,['film'],,['House Under the Starry Skies'],['Дом под звёздным небом'],['1991 film by Sergei Solovyov'],['speculative/fantastic fiction film'],['Soviet Union'],['Russian'],['Q2362904'],['Mosfilm'],['tt0101752'],['44266'],['Q376335'],['Sergei Solovyov'],,['Yuri Klimenko'],['Boris Grebenshchikov'],['https://ru.wikipedia.org/wiki/Дом_под_звёздным_небом']
Долгие вёрсты войны,Q4164464,1975.0,['film'],,,['Долгие вёрсты войны'],['1975 film by Aleksandr Karpov'],['drama film'],['Soviet Union'],['Russian'],['Q21099288'],['Belarusfilm'],['tt0325272'],['94295'],['Q13218064'],['Vasil Bykaŭ'],,,['Nikita Bogoslovsky'],['https://ru.wikipedia.org/wiki/Долгие_вёрсты_войны']
Досье человека в «Мерседесе»,Q4167311,1986.0,['film'],135.0,,['Досье человека в «Мерседесе»'],['1986 film by Georgiy Nikolaenko'],['adventure film'],['Soviet Union'],['Russian'],['Q4320583'],['Gorky Film Studio'],['tt0090959'],['44296'],"['Q694971', 'Q3540962']",,"['jGCflbZg_Qo', 'XrCs-UDY1SY']",,,['https://ru.wikipedia.org/wiki/Досье_человека_в_«Мерседесе»']
The Stand-By Moves In,Q4169302,1983.0,['film'],,['The Stand-By Moves In'],['Дублёр начинает действовать'],['1983 film by Ernest Yasan'],['drama film'],['Soviet Union'],['Russian'],['Q4539150'],['Lenfilm'],['tt0252398'],['44309'],['Q1396888'],['Valentin Chernykh'],,,['Vadim Bibergan'],['https://ru.wikipedia.org/wiki/Дублёр_начинает_действовать']
She is the only one,Q4173998,1975.0,['film'],90.0,['She is the only one'],['Единственная…'],['1975 film by Iosif Kheifits'],['melodrama'],['Soviet Union'],['Russian'],['Q741710'],['Lenfilm'],['tt0171261'],['42425'],"['Q1660403', 'Q2115169']",['Pavel Nilin'],,['Genrikh Marandzhyan'],['Nadezhda Simonyan'],['https://ru.wikipedia.org/wiki/Единственная…']
Если мы вместе,Q4177194,1975.0,['film'],67.0,,['Если мы вместе'],['1975 film'],['drama film'],"['Soviet Union', 'Azerbaijan Soviet Socialist Republic']",['Russian'],,['Azerbaijanfilm'],['tt8237918'],,"['Q4064364', 'Q4280422', 'Q4308540', 'Q12838409', 'Q12845889', 'Q16364315', 'Q16372185', 'Q16372649']",,,['Eduard Galakchiyev'],['Leonid Vainshtein'],['https://ru.wikipedia.org/wiki/Если_мы_вместе']
"Ехали мы, ехали…",Q4177578,1962.0,['film'],,,"['Ехали мы, ехали…']",['1962 film'],['comedy film'],['Soviet Union'],['Russian'],['Q4084405'],['Dovzhenko Film Studios'],['tt0178993'],['42436'],['Q4084405'],['Yefim Berezin'],,,['Oscar Sandler'],"['https://ru.wikipedia.org/wiki/Ехали_мы,_ехали…']"
Жизнь и смерть дворянина Чертопханова,Q4180227,1971.0,['film'],138.0,,['Жизнь и смерть дворянина Чертопханова'],['1971 film by Viktor Turov'],['drama film'],['Soviet Union'],['Russian'],['Q3920850'],['Belarusfilm'],['tt3069756'],['714194'],"['Q4074452', 'Q4101159', 'Q4270664', 'Q4287336', 'Q4395841']",['Ivan Turgenev'],,,['Oleg Yanchenko'],['https://ru.wikipedia.org/wiki/Жизнь_и_смерть_дворянина_Чертопханова']
Жиних,Q4180485,1960.0,['film'],8.0,,['Жиних'],['1960 film by Elem Klimov'],['comedy film'],['Soviet Union'],['Russian'],['Q516987'],['Lenfilm'],['tt0173494'],['45296'],,,,,,['https://ru.wikipedia.org/wiki/Жиних']
The Sky Is Beyond the Clouds,Q4182254,1973.0,['film'],75.0,['The Sky Is Beyond the Clouds'],['За облаками — небо'],['1973 film by Yuri Yegorov'],['drama film'],['Soviet Union'],['Russian'],['Q4173788'],['Gorky Film Studio'],['tt0170826'],['45179'],"['Q2376215', 'Q4277588', 'Q4405299', 'Q4539548']",,['Qf_zucaLZTI'],,['Mark Fradkin'],"['https://en.wikipedia.org/wiki/The_Sky_Is_Beyond_the_Clouds', 'https://ru.wikipedia.org/wiki/За_облаками_—_небо']"
За нами Москва,Q4182247,1967.0,['film'],,,['За нами Москва'],['1967 film'],['war film'],['Soviet Union'],['Russian'],['Q4080445'],,['tt0348483'],['45178'],['Q3918052'],['Vasily Solovyov'],['R49WEZcyGbE'],['Askhat Ashrapov'],['Eduard Khagagortyan'],['https://ru.wikipedia.org/wiki/За_нами_Москва']
Заговор послов,Q4183491,1965.0,['film'],88.0,,['Заговор послов'],['1965 film directed by Nikolai Rozantsev'],['historical film'],['Soviet Union'],['Russian'],['Q4396448'],['Riga Film Studio'],['tt0059938'],['45207'],"['Q3739183', 'Q4341960']",['Mikhail Maklyarsky'],,,['Marģeris Zariņš'],['https://ru.wikipedia.org/wiki/Заговор_послов_(фильм)']
The Salvos of the Aurora Cruiser,Q4185506,1965.0,['film'],,['The Salvos of the Aurora Cruiser'],['Залп «Авроры»'],['1965 film directed by Yuri Vyshinsky'],['drama film'],['Soviet Union'],['Russian'],['Q15065153'],['Lenfilm'],['tt0197111'],['45223'],['Q4452639'],['Yuri Vyshinsky'],,['Anatoli Nazarov'],['Vasily Solovyov-Sedoi'],"['https://en.wikipedia.org/wiki/The_Salvos_of_the_Aurora_Cruiser', 'https://ru.wikipedia.org/wiki/Залп_«Авроры»']"
Записки юного врача,Q4186690,1991.0,['film'],,,['Записки юного врача'],['1991 film'],"['film based on literature', 'drama film']",['Soviet Union'],['Russian'],['Q117885634'],['Belarusfilm'],['tt0103318'],['255035'],,,,,,['https://ru.wikipedia.org/wiki/Записки_юного_врача_(фильм)']
Заряжённые смертью,Q4187806,1991.0,['film'],,,['Заряжённые смертью'],['1991 film'],['action film'],['Soviet Union'],['Russian'],,,['tt0103321'],['45236'],['Q400825'],,,,['Georgy Firtich'],['https://ru.wikipedia.org/wiki/Заряженные_смертью']
The Star and Death of Joaquin Murieta,Q4189403,1982.0,"['dramatico-musical work', 'film']",87.0,['The Star and Death of Joaquin Murieta'],['Звезда и смерть Хоакина Мурьеты'],['1982 film by Vladimir Grammatikov'],['rock opera'],['Soviet Union'],['Russian'],['Q4147645'],['Gorky Film Studio'],['tt0171957'],['45412'],,['Vladimir Grammatikov'],['LutThnM9ryc'],['Aleksandr Antipenko'],['Alexey Rybnikov'],"['https://en.wikipedia.org/wiki/The_Star_and_Death_of_Joaquin_Murieta', 'https://ru.wikipedia.org/wiki/Звезда_и_смерть_Хоакина_Мурьеты_(фильм)']"
Засекреченный город,Q4187846,1974.0,['film'],71.0,,['Засекреченный город'],['1974 film by Mikhail Yuzovsky'],['adventure film'],['Soviet Union'],['Russian'],['Q4534231'],"['Gorky Film Studio', 'Yalta Film Studios']",['tt1934489'],['475463'],,['Andrey Kuchayev'],['A87o-4Wjiok'],,['Vladimir Dashkevich'],['https://ru.wikipedia.org/wiki/Засекреченный_город']
"Hello, Children!",Q4190049,1962.0,['film'],88.0,"['Hello, Children!']","['Здравствуйте, дети!']",['1962 film by Mark Donskoy'],['drama film'],['Soviet Union'],['Russian'],['Q718780'],['Gorky Film Studio'],['tt0056717'],['45258'],['Q4178238'],,['23SsoXaLGrE'],,,"['https://en.wikipedia.org/wiki/Hello,_Children!', 'https://ru.wikipedia.org/wiki/Здравствуйте,_дети!']"
Звездочёт,Q4189439,1986.0,['film'],,,['Звездочёт'],['1986 film by Anatoly Tyutyunnik'],,['Soviet Union'],['Russian'],['Q12163123'],,['tt5668120'],,['Q18009093'],,,,['Andrei Eshpai'],['https://ru.wikipedia.org/wiki/Звездочёт_(фильм)']
A Winter Morning,Q4191973,1967.0,['film'],,['A Winter Morning'],['Зимнее утро'],['1967 film by Nicolai Lebedev'],['drama film'],['Soviet Union'],['Russian'],['Q4255774'],['Lenfilm'],['tt0187612'],['45354'],,,['qlJoNFSByG0'],['Semyon Ivanov'],['Vladimir A. Maklakov'],"['https://en.wikipedia.org/wiki/A_Winter_Morning', 'https://ru.wikipedia.org/wiki/Зимнее_утро']"
Земля отцов наших,Q4191127,1979.0,['film'],,,['Земля отцов наших'],['1979 film by Giga Lortkipanidze'],,['Soviet Union'],['Russian'],['Q4266996'],,['tt0281306'],['42348'],,,,,['Gia Kancheli'],['https://ru.wikipedia.org/wiki/Земля_отцов_наших']
Zodiac Signs,Q4192714,1975.0,['film'],3.0,['Zodiac Signs'],['Знаки зодиака'],['1975 Soviet film'],,['Soviet Union'],['Russian'],['Q4360728'],,,,,['Vladimir Vysotsky'],,['Viktor Petrov'],['Vladimir Vysotsky'],['https://ru.wikipedia.org/wiki/Знаки_зодиака_(фильм)']
And Still I Believe...,Q4195077,1974.0,['film'],120.0,['And Still I Believe...'],['И всё-таки я верю…'],['1974 film by Mikhail Romm'],['documentary film'],['Soviet Union'],['Russian'],"['Q461726', 'Q516987', 'Q537631']",['Mosfilm'],['tt0174769'],['42563'],,"['Solomon Zenin', 'Aleksandr Novogrudsky']",['dHIGtB13vYQ'],['German Lavrov'],['Alfred Schnittke'],['https://ru.wikipedia.org/wiki/И_всё-таки_я_верю…']
И ты увидишь небо,Q4195096,1978.0,['film'],64.0,,['И ты увидишь небо'],['1978 film by Georgiy Kuznetsov'],"['war film', 'drama film']",['Soviet Union'],['Russian'],['Q4244971'],['Sverdlovsk Film Studio'],['tt3069800'],['419431'],['Q1967550'],['Anatoly Bezuglov'],['u-P5F-mS_gk'],,['Leonid Afanasyev'],['https://ru.wikipedia.org/wiki/И_ты_увидишь_небо']
Scenes from Life of People on Leave,Q4198246,1981.0,['film'],,['Scenes from Life of People on Leave'],['Из жизни отдыхающих'],['1981 film by Nikolai Gubenko'],"['romance film', 'melodrama']",['Soviet Union'],['Russian'],['Q1983805'],['Mosfilm'],['tt0080939'],['42674'],"['Q694971', 'Q4090976']",['Nikolai Gubenko'],,['Alexander Knyazhinsky'],['Isaac Schwartz'],"['https://en.wikipedia.org/wiki/Life_on_Holidays', 'https://ru.wikipedia.org/wiki/Из_жизни_отдыхающих']"
Игра на миллионы,Q4197692,1991.0,['film'],95.0,,['Игра на миллионы'],['1991 film'],,['Soviet Union'],['Russian'],['Q117844949'],['Gorky Film Studio'],['tt0151031'],['42579'],['Q20020983'],,['DvzWQny6scg'],,,
Илга-Иволга,Q4199191,1972.0,['film'],65.0,,['Илга-Иволга'],['1972 film by Jānis Streičs'],['drama film'],['Soviet Union'],['Russian'],['Q2041368'],['Riga Film Studio'],['tt3002472'],['521688'],"['Q465513', 'Q4233834']",['Voldemar Baal'],,['Māris Rudzītis'],['Pēteris Plakidis'],['https://ru.wikipedia.org/wiki/Илга-Иволга']
"Им, кого оставили отцы",Q4200085,1990.0,['film'],,,"['Им, кого оставили отцы']",['1990 film by Zaza Urushadze'],['drama film'],['Soviet Union'],['Russian'],['Q4477434'],,['tt0286813'],['46571'],,,,,,"['https://ru.wikipedia.org/wiki/Им,_кого_оставили_отцы']"
Имеретинские эскизы,Q4200254,1979.0,['film'],,,['Имеретинские эскизы'],['1979 film by Nana Mchedlidze'],['comedy film'],['Soviet Union'],"['Russian', 'Georgian']",['Q4309189'],,['tt0079331'],['42592'],['Q4309189'],['Nana Mchedlidze'],,['Giorgi Chelidze'],['Merab Partskhaladze'],['https://ru.wikipedia.org/wiki/Имеретинские_эскизы']
Temptation of Don Juan,Q4204005,1985.0,['film'],,['Temptation of Don Juan'],['Искушение Дон-Жуана'],['1985 film by Grigori Koltunov'],,['Soviet Union'],['Russian'],"['Q4256444', 'Q12111805']",['Odesa Film Studio'],['tt0264715'],['42630'],"['Q2306866', 'Q13218098']",,,,,['https://ru.wikipedia.org/wiki/Искушение_Дон-Жуана']
